id_aviso,tipo,zona_barrio,precio,superficie,ambientes,dormitorios,banios,antiguedad,cochera,balcon,pileta,fecha_publicacion,latitud,longitud,precio_outlier,superficie_missing
A-196636,Departamento,Nuñez,827000.0,45.0,1,0,1,18.0,1,0,0,11/08/2025,-34.5446996151287,-58.460900759973505,0,0
A-909106,Departamento,Nuñez,1495000.0,76.0,3,2,1,1.0,0,0,0,23/01/2025,-34.54142380463299,-58.46861936112284,0,0
A-802163,Departamento,Belgrano,337000.0,20.0,2,1,1,1.0,0,1,0,11/08/2024,-34.550431779090566,-58.45783221820837,0,0
A-822585,Departamento,Boedo,823000.0,58.0,3,2,1,17.0,0,1,0,02/05/2025,-34.636284057480125,-58.435554373064015,0,0
A-633036,Departamento,Villa Urquiza,432000.0,25.0,1,0,1,7.0,0,1,0,14/02/2025,-34.585673131155794,-58.4867100063353,0,0
A-786575,Departamento,Almagro,610000.0,65.0,3,2,1,18.0,0,1,0,14/05/2025,-34.613737092192245,-58.41942173494303,0,0
A-553256,Ph,Caballito,706000.0,35.0,2,1,1,1.0,1,1,0,07/01/2025,-34.589409785853995,-58.43359057425673,0,0
A-594057,Departamento,Villa Urquiza,466000.0,46.0,2,1,1,40.0,0,1,0,28/09/2024,-34.57625004660474,-58.475053777074045,0,0
A-603186,Departamento,Caballito,285000.0,30.0,1,0,1,5.0,1,0,1,22/06/2025,-34.616279789018066,-58.44673869295597,0,0
A-575988,Ph,Caballito,753000.0,35.0,2,1,1,4.0,1,1,1,25/03/2025,-34.64251979027129,-58.4484210389758,0,0
A-130850,Departamento,Villa Urquiza,645000.0,46.0,1,0,1,4.0,1,1,0,26/05/2024,-34.58450603968337,-58.47854963352629,0,0
A-401045,Departamento,Flores,513000.0,53.0,2,1,1,4.0,0,1,0,05/03/2024,-34.61100556013499,-58.44128356625516,0,0
A-211452,Ph,Colegiales,979000.0,93.0,3,2,1,68.0,1,0,0,19/12/2024,-34.57947320320279,-58.46456440149868,0,0
A-213861,Departamento,Boedo,285000.0,21.0,1,0,1,4.0,1,1,0,12/06/2024,-34.63222428250843,-58.4197273968243,0,0
A-290281,Departamento,Palermo,347000.0,21.0,1,0,1,26.0,0,0,0,19/08/2025,-34.57540165189006,-58.39466737825141,0,0
A-688212,Departamento,Boedo,268000.0,27.0,1,0,1,40.0,0,1,0,01/05/2025,-34.62204501720505,-58.39620600560337,0,0
A-372439,Departamento,Caballito,235000.0,23.0,1,0,1,0.0,0,0,0,13/02/2025,-34.621843034770116,-58.44583051345663,0,0
A-256064,Departamento,Caballito,587000.0,39.0,3,2,1,3.0,0,0,0,13/06/2024,-34.620776787395236,-58.4229411538559,0,0
A-359189,Departamento,Caballito,680000.0,42.0,1,0,1,5.0,0,1,0,03/02/2025,-34.60047259274287,-58.45287468138858,0,0
A-680041,Departamento,Palermo,515000.0,22.0,1,0,1,10.0,1,1,0,23/09/2024,-34.59073900846565,-58.414028885462464,0,0
A-918524,Departamento,San Telmo,595500.0,47.0,2,1,1,4.0,0,1,0,04/12/2024,-34.60798599363651,-58.372302264202354,0,0
A-614839,Departamento,Caballito,1566000.0,74.0,3,2,1,3.0,0,1,0,15/01/2025,-34.6256722402659,-58.44559858135446,0,0
A-639239,Departamento,San Telmo,222000.0,20.0,1,0,1,25.0,0,1,0,20/08/2024,-34.640754136524606,-58.37184245658187,0,0
A-856353,Ph,Recoleta,886000.0,54.0,2,1,1,0.0,0,1,0,14/01/2024,-34.58875627572856,-58.39240936850358,0,0
A-772840,Departamento,Villa Crespo,886000.0,65.0,4,3,2,9.0,0,0,0,22/11/2024,-34.586289816399514,-58.44221323003705,0,0
A-102552,Departamento,Recoleta,1722000.0,83.0,4,3,2,16.0,0,1,0,10/01/2025,-34.5828117674296,-58.40360618280867,0,0
A-427273,Departamento,Villa Crespo,528000.0,42.0,1,0,1,22.0,0,1,0,28/05/2025,-34.6150413105393,-58.46731700346219,0,0
A-308005,Departamento,Villa Urquiza,904500.0,51.0,2,1,1,32.0,0,1,0,07/07/2025,-34.562137025441864,-58.48622519826265,0,0
A-867008,Departamento,San Telmo,395000.0,44.0,2,1,1,10.0,0,1,0,16/10/2024,-34.60803440607915,-58.354367863138236,0,0
A-829944,Ph,Caballito,1434000.0,71.0,4,3,2,12.0,1,0,1,04/12/2024,-34.59558902994471,-58.44367127824546,0,0
A-666857,Departamento,Boedo,381000.0,46.0,3,2,2,28.0,0,0,0,14/02/2024,-34.61737367153233,-58.40844076517023,0,0
A-924529,Departamento,Flores,778000.0,64.0,3,2,2,8.0,1,0,0,15/05/2025,-34.6497595768684,-58.456355377924694,0,0
A-560417,Departamento,Villa Crespo,506000.0,52.0,2,1,1,7.0,0,0,0,31/01/2024,-34.59438921700177,-58.43448074349468,0,0
A-825885,Departamento,Recoleta,1022000.0,47.0,2,1,1,0.0,1,1,0,15/04/2024,-34.574369589803254,-58.38914871158927,0,0
A-258434,Ph,Colegiales,2609000.0,141.0,5,4,3,4.0,1,1,0,01/01/2024,-34.57136219651928,-58.44184627282688,0,0
A-458561,Departamento,San Telmo,788000.0,68.0,3,2,1,18.0,0,0,0,18/07/2025,-34.63940226690784,-58.36678678306211,0,0
A-604249,Departamento,Recoleta,1647000.0,64.0,2,1,1,3.0,0,1,0,12/02/2025,-34.59218220959152,-58.40127667486706,0,0
A-685130,Departamento,Caballito,1292000.0,86.0,4,3,2,2.0,0,1,0,31/10/2024,-34.6117460761243,-58.464005532965174,0,0
A-390176,Departamento,Flores,241000.0,31.0,1,0,1,18.0,0,1,0,22/07/2025,-34.63713555083574,-58.47444025580996,0,0
A-662475,Ph,Boedo,1022000.0,70.0,3,2,2,19.0,1,0,0,12/04/2024,-34.626955309349434,-58.40741460350095,0,0
A-107232,Departamento,Villa Crespo,759000.0,40.0,2,1,1,3.0,1,0,0,18/01/2025,-34.59715378967514,-58.41302939142372,0,0
A-472852,Ph,Colegiales,1078000.0,57.0,2,1,1,15.0,1,1,0,04/06/2025,-34.571345449640994,-58.47087106775101,0,0
A-254442,Departamento,Flores,1063000.0,82.0,3,2,2,0.0,1,0,0,22/03/2025,-34.631903587091884,-58.44456224118909,0,0
A-229703,Departamento,Villa Urquiza,1278000.0,62.0,4,3,2,0.0,1,0,0,03/01/2025,-34.58335259680232,-58.4892837866342,0,0
A-630121,Departamento,Recoleta,1714000.0,75.0,4,3,2,1.0,1,0,0,30/08/2024,-34.58171742810555,-58.38553834751985,0,0
A-597294,Departamento,Palermo,552000.0,29.0,1,0,1,5.0,0,1,0,25/12/2024,-34.57205523960403,-58.418958591366874,0,0
A-372548,Casa,Villa Urquiza,1263000.0,67.0,3,2,1,17.0,1,1,0,27/02/2024,-34.57330655692938,-58.50788681626566,0,0
A-845671,Departamento,San Telmo,352500.0,23.0,1,0,1,15.0,1,0,0,29/04/2025,-34.63062324970077,-58.36626838730788,0,0
A-669131,Ph,San Telmo,711000.0,38.0,2,1,1,7.0,1,0,0,22/02/2024,-34.66346629270084,-58.36658694144993,0,0
A-507336,Departamento,Colegiales,1373000.0,82.0,4,3,2,28.0,1,1,0,17/12/2024,-34.58326268450223,-58.46062034358716,0,0
A-271163,Ph,Recoleta,1057000.0,50.0,2,1,1,18.0,0,0,0,28/09/2024,-34.572767824383256,-58.410777291831025,0,0
A-231887,Departamento,Villa Crespo,1020000.0,72.0,3,2,1,13.0,0,0,0,13/05/2024,-34.58553158465638,-58.453547530586754,0,0
A-483057,Departamento,Palermo,1323000.0,51.0,3,2,1,20.0,0,0,0,06/05/2025,-34.57711887406872,-58.429536404051575,0,0
A-420737,Departamento,Villa Crespo,930000.0,50.0,3,2,1,3.0,0,0,0,16/08/2024,-34.61047800347608,-58.44495711852069,0,0
A-987389,Departamento,Palermo,402000.0,30.0,1,0,1,2.0,0,1,0,11/04/2025,-34.583674965518085,-58.39533394258365,0,0
A-880880,Departamento,Nuñez,512000.0,32.0,1,0,1,21.0,0,1,0,15/01/2024,-34.54626324738695,-58.47865168308232,0,0
A-393932,Departamento,Almagro,1401000.0,92.0,5,4,3,6.0,0,1,0,08/06/2024,-34.60995902298586,-58.41018696764949,0,0
A-822473,Departamento,Belgrano,443000.0,38.0,2,1,1,48.0,0,0,0,13/12/2024,-34.537913641176345,-58.448133213815524,0,0
A-182413,Departamento,Palermo,781000.0,40.0,2,1,1,6.0,0,1,0,12/05/2025,-34.55935053128984,-58.43427931302133,0,0
A-778854,Ph,Nuñez,706500.0,48.0,2,1,1,54.0,0,0,0,02/08/2025,-34.538812072439,-58.44353751502658,0,0
A-686683,Ph,Villa Urquiza,740000.0,53.0,2,1,1,1.0,1,0,0,11/03/2024,-34.57109315085825,-58.490300485822935,0,0
A-709427,Departamento,Boedo,940500.0,62.0,2,1,1,0.0,0,0,0,11/09/2024,-34.61233863358756,-58.40939587301633,0,0
A-960681,Departamento,Palermo,1048000.0,51.0,4,3,2,2.0,0,0,0,10/01/2025,-34.56822230972933,-58.434621934120194,0,0
A-177955,Casa,Colegiales,1357500.0,60.0,3,2,1,44.0,0,1,0,23/02/2024,-34.58251705378881,-58.48159973440648,0,0
A-235128,Departamento,Palermo,1077000.0,52.0,3,2,1,16.0,0,1,0,08/02/2024,-34.60196135829859,-58.43767569756571,0,0
A-292559,Departamento,Caballito,972000.0,75.0,3,2,1,42.0,0,1,0,22/07/2025,-34.60880133624535,-58.45706712218652,0,0
A-667617,Ph,Flores,999000.0,83.0,3,2,1,21.0,1,1,1,06/10/2024,-34.642099971791524,-58.47033676814721,0,0
A-236250,Departamento,Recoleta,1821000.0,50.0,1,0,1,15.0,0,1,0,13/06/2024,-34.58946139531613,-58.38757977684231,0,0
A-627100,Casa,Nuñez,1266000.0,73.0,3,2,2,23.0,1,1,0,23/02/2024,-34.53289075905926,-58.46742800227102,0,0
A-187699,Departamento,Villa Crespo,1574000.0,82.0,3,2,1,27.0,0,1,0,26/05/2024,-34.60513270670998,-58.44355536640431,0,0
A-278447,Departamento,Colegiales,984000.0,43.0,2,1,1,6.0,1,1,0,07/04/2024,-34.584397373239426,-58.4391185887999,0,0
A-383760,Departamento,Villa Urquiza,889000.0,85.0,4,3,1,6.0,0,1,0,07/04/2025,-34.57300023851821,-58.473630612363664,0,0
A-414884,Departamento,Recoleta,737000.0,45.0,2,1,1,11.0,0,0,0,23/10/2024,-34.58373323572992,-58.40349877871155,0,0
A-307260,Ph,Almagro,1622000.0,104.0,4,3,3,4.0,0,1,0,02/04/2025,-34.614875890735625,-58.43826973182653,0,0
A-965990,Departamento,Belgrano,1974000.0,58.0,2,1,1,1.0,0,1,0,28/12/2024,-34.54869027116991,-58.455551995427065,0,0
A-280982,Departamento,Caballito,719000.0,47.0,2,1,1,24.0,0,0,0,01/03/2025,-34.62462571277572,-58.44879691547409,0,0
A-671120,Ph,Colegiales,727000.0,45.0,2,1,1,32.0,0,1,0,14/06/2025,-34.57514513925896,-58.47286112170207,0,0
A-377170,Departamento,Almagro,691000.0,42.0,2,1,1,7.0,0,1,0,11/04/2025,-34.61157926214514,-58.42107779476257,0,0
A-628800,Departamento,Villa Urquiza,717000.0,51.0,3,2,1,12.0,1,1,0,17/04/2024,-34.58682608375409,-58.47369371722154,0,0
A-304005,Departamento,Palermo,843000.0,46.0,3,2,1,25.0,0,1,0,23/05/2025,-34.57032482758926,-58.41865470385969,0,0
A-440297,Casa,Colegiales,4772000.0,234.0,8,7,5,13.0,1,1,1,02/08/2025,-34.55820680657779,-58.461460987457635,0,0
A-217586,Departamento,Caballito,2197000.0,110.0,5,4,1,8.0,1,0,0,19/08/2024,-34.62342287491168,-58.42147347406733,0,0
A-367743,Departamento,Almagro,612000.0,37.0,2,1,1,7.0,0,0,0,09/07/2025,-34.606629017892146,-58.409517694307766,0,0
A-715263,Departamento,Colegiales,709000.0,43.0,2,1,1,22.0,0,1,0,31/01/2025,-34.558697035844936,-58.46423022795087,0,0
A-620357,Departamento,Colegiales,1139000.0,71.0,3,2,1,17.0,0,1,0,02/12/2024,-34.573025293962196,-58.45177625807842,0,0
A-891770,Ph,Recoleta,661000.0,52.0,3,2,1,20.0,0,0,0,30/11/2024,-34.57509503821415,-58.389577289143375,0,0
A-204590,Departamento,Flores,700000.0,73.0,4,3,2,3.0,0,1,0,01/06/2025,-34.61550938287663,-58.45449267163253,0,0
A-526205,Departamento,Colegiales,1832000.0,83.0,4,3,2,1.0,1,0,0,01/08/2025,-34.60643878751599,-58.44186549616563,0,0
A-977822,Departamento,Villa Crespo,859000.0,39.0,1,0,1,10.0,1,0,0,13/12/2024,-34.599095774452216,-58.42637151338038,0,0
A-821137,Departamento,Recoleta,535500.0,20.0,1,0,1,18.0,0,0,0,13/10/2024,-34.58930488435629,-58.388113349645174,0,0
A-589991,Departamento,Colegiales,1011000.0,64.0,3,2,1,6.0,0,1,0,23/05/2024,-34.56588674084846,-58.440077329362204,0,0
A-210431,Ph,Caballito,950000.0,63.0,2,1,1,0.0,0,1,0,21/02/2025,-34.65779078519015,-58.421900271015026,0,0
A-271160,Departamento,Flores,381000.0,33.0,1,0,1,18.0,0,1,0,12/02/2024,-34.63631531876177,-58.45708126655389,0,0
A-120049,Departamento,Nuñez,599000.0,44.0,2,1,1,14.0,0,0,0,08/02/2024,-34.54341635997665,-58.47324464983059,0,0
A-797785,Departamento,Colegiales,363000.0,41.0,2,1,1,47.0,0,1,0,05/05/2024,-34.57332505594912,-58.466844007672606,0,0
A-234280,Ph,Villa Crespo,1158000.0,77.0,3,2,1,8.0,1,1,0,18/04/2025,-34.60018729452286,-58.448524641105124,0,0
A-538900,Departamento,Boedo,287000.0,20.0,1,0,1,13.0,0,0,0,17/04/2025,-34.63105879538587,-58.42178152013131,0,0
A-162459,Departamento,Boedo,1177000.0,83.0,4,3,2,21.0,0,1,0,12/09/2024,-34.61148108928703,-58.437886626231055,0,0
A-177079,Departamento,San Telmo,1070000.0,86.0,3,2,2,12.0,0,1,0,12/07/2024,-34.63681373124388,-58.375708723102925,0,0
A-692216,Departamento,Caballito,1485000.0,80.0,3,2,2,3.0,1,1,0,02/05/2024,-34.617301619452974,-58.417001961519375,0,0
A-145881,Departamento,Colegiales,1199000.0,56.0,3,2,1,22.0,1,1,0,10/06/2024,-34.55587867184083,-58.44573481691088,0,0
A-520549,Departamento,San Telmo,256000.0,20.0,1,0,1,16.0,0,0,0,25/07/2025,-34.61160050334628,-58.38520455140114,0,0
A-677831,Departamento,San Telmo,546000.0,55.0,3,2,1,34.0,1,1,0,19/11/2024,-34.61524985008707,-58.37025970993033,0,0
A-662362,Casa,San Telmo,2676000.0,119.0,3,2,1,0.0,1,0,0,26/09/2024,-34.631601571724794,-58.36725266741065,0,0
A-909649,Departamento,Recoleta,1489000.0,96.0,4,3,2,23.0,0,0,0,22/03/2025,-34.58964976555481,-58.379159486863784,0,0
A-909511,Departamento,Villa Urquiza,432000.0,42.0,2,1,1,18.0,0,0,0,27/01/2025,-34.59323301064998,-58.49722031389306,0,0
A-164036,Departamento,Recoleta,628000.0,37.0,1,0,1,31.0,1,1,0,10/07/2025,-34.60800667423374,-58.38246128478696,0,0
A-546123,Departamento,San Telmo,377000.0,41.0,2,1,1,32.0,0,0,0,10/01/2025,-34.61935177024712,-58.33698191733928,0,0
A-170872,Departamento,Villa Crespo,602000.0,37.0,1,0,1,16.0,0,1,0,21/04/2024,-34.60245521989478,-58.437793592891786,0,0
A-379621,Ph,Villa Urquiza,912000.0,69.0,3,2,2,15.0,0,0,1,28/08/2024,-34.56130683565195,-58.50467312999477,0,0
A-352708,Ph,Boedo,969000.0,68.0,3,2,1,0.0,1,0,0,15/08/2025,-34.61398436573272,-58.41039462059289,0,0
A-779879,Departamento,Almagro,634000.0,55.0,3,2,1,2.0,0,1,0,23/09/2024,-34.606611051836886,-58.41276232179244,0,0
A-435139,Departamento,Caballito,674000.0,39.0,2,1,1,12.0,0,0,0,30/01/2025,-34.62518168455954,-58.43570867069343,0,0
A-913436,Ph,Villa Crespo,943000.0,56.0,2,1,1,2.0,1,0,0,02/11/2024,-34.60700824305812,-58.4415910270706,0,0
A-690182,Departamento,Villa Crespo,1090000.0,67.0,4,3,2,7.0,0,1,0,17/06/2025,-34.59087711698826,-58.43535254256984,0,0
A-825050,Casa,Recoleta,2364000.0,83.0,3,2,1,9.0,0,0,0,14/08/2024,-34.58931723403998,-58.39527838997099,0,0
A-858365,Casa,Villa Urquiza,1823000.0,126.0,4,3,2,6.0,0,0,0,24/02/2025,-34.595870412124235,-58.50005520150355,0,0
A-781844,Departamento,Villa Urquiza,1147000.0,72.0,4,3,3,0.0,0,1,1,14/02/2025,-34.56527463483993,-58.50652402307338,0,0
A-471755,Departamento,Flores,1186000.0,85.0,4,3,2,26.0,0,1,0,27/06/2025,-34.6269391173645,-58.446269639027335,0,0
A-520674,Departamento,Belgrano,1231000.0,75.0,3,2,2,3.0,1,0,0,17/04/2024,-34.574799804637045,-58.46154970487216,0,0
A-146820,Casa,Belgrano,1426000.0,60.0,3,2,1,1.0,1,1,0,28/04/2025,-34.55881989912905,-58.46877396079711,0,0
A-164401,Departamento,Palermo,671000.0,42.0,2,1,1,2.0,0,0,0,29/09/2024,-34.57014216995652,-58.425105207403675,0,0
A-306750,Departamento,Villa Urquiza,212000.0,20.0,1,0,1,22.0,1,0,0,11/09/2024,-34.566458085662724,-58.48945277023748,0,0
A-312612,Departamento,Caballito,682500.0,35.0,2,1,1,19.0,0,1,0,09/03/2024,-34.628329373087944,-58.43425888558998,0,0
A-378202,Ph,Nuñez,939000.0,40.0,2,1,1,26.0,1,1,1,23/04/2024,-34.524894030047875,-58.48626607352226,0,0
A-725629,Departamento,Belgrano,1527000.0,65.0,3,2,1,1.0,1,0,0,09/11/2024,-34.57930879796267,-58.46417783594877,0,0
A-503131,Departamento,Villa Urquiza,1274000.0,72.0,4,3,1,13.0,0,1,0,14/09/2024,-34.57167008485166,-58.49801063502011,0,0
A-732730,Departamento,Palermo,550000.0,26.0,2,1,1,10.0,0,1,0,24/06/2025,-34.56749610153354,-58.43106196593038,0,0
A-424805,Departamento,Villa Crespo,425000.0,27.0,1,0,1,1.0,1,0,0,27/06/2024,-34.609442678905715,-58.42353246306457,0,0
A-637512,Departamento,Caballito,678000.0,39.0,2,1,1,19.0,0,1,0,22/02/2024,-34.61193058947697,-58.428159448355714,0,0
A-959476,Departamento,Boedo,1700000.0,94.0,5,4,3,11.0,1,1,0,22/10/2024,-34.63299237361825,-58.42944489412086,0,0
A-958967,Departamento,Boedo,621000.0,47.0,2,1,1,12.0,0,1,0,03/07/2025,-34.62452275095265,-58.413743387598025,0,0
A-692441,Departamento,Belgrano,1201000.0,68.0,3,2,1,1.0,0,0,0,26/04/2025,-34.56223572053488,-58.48125567977386,0,0
A-147948,Departamento,Belgrano,682000.0,50.0,2,1,1,10.0,0,0,0,04/01/2025,-34.57253454969686,-58.49187161949893,0,0
A-351164,Departamento,San Telmo,332000.0,36.0,1,0,1,16.0,0,0,1,17/06/2025,-34.61897859076081,-58.378825665005984,0,0
A-748984,Departamento,Villa Urquiza,642000.0,27.0,2,1,1,15.0,1,0,0,27/05/2025,-34.59895559938696,-58.4788734977438,0,0
A-472400,Departamento,Belgrano,565000.0,34.0,1,0,1,3.0,0,1,0,02/02/2024,-34.55965237897295,-58.48799569142766,0,0
A-864212,Departamento,Palermo,755000.0,33.0,1,0,1,5.0,0,0,0,09/08/2025,-34.59560267161856,-58.42278035309912,0,0
A-704365,Departamento,Caballito,634500.0,42.0,3,2,1,20.0,1,1,0,26/02/2024,-34.60867855529618,-58.43637825016709,0,0
A-707161,Departamento,Villa Crespo,912000.0,56.0,2,1,1,8.0,0,1,0,17/01/2025,-34.59729460596521,-58.458507944945346,0,0
A-366798,Departamento,Caballito,385000.0,29.0,1,0,1,5.0,0,1,0,22/05/2024,-34.645136860304156,-58.44084975004597,0,0
A-265657,Departamento,Belgrano,237000.0,20.0,1,0,1,2.0,0,0,0,12/05/2024,-34.576434700493664,-58.46540007222094,0,0
A-248534,Departamento,Caballito,921000.0,69.0,3,2,1,23.0,0,1,0,08/05/2024,-34.61532088363871,-58.46233352189732,0,0
A-162788,Casa,San Telmo,1030000.0,87.0,3,2,1,3.0,0,0,0,26/02/2024,-34.624247374293105,-58.39385196695501,0,0
A-904602,Ph,Palermo,1055000.0,57.0,2,1,1,0.0,1,0,0,01/03/2025,-34.56839225954171,-58.426117749232795,0,0
A-614616,Ph,Caballito,810000.0,67.0,2,1,1,51.0,0,1,1,05/08/2024,-34.63459565203835,-58.41387536823014,0,0
A-539257,Departamento,Nuñez,1030000.0,47.0,1,0,1,8.0,1,0,0,18/10/2024,-34.551024650692234,-58.47525479380557,0,0
A-417198,Departamento,Almagro,1281000.0,67.0,3,2,1,3.0,0,0,1,29/05/2024,-34.62876489305206,-58.418044459949726,0,0
A-429700,Departamento,San Telmo,580000.0,55.0,3,2,2,1.0,1,0,0,07/08/2025,-34.62211376859432,-58.38931817944075,0,0
A-549618,Departamento,Colegiales,1175000.0,70.0,3,2,1,11.0,1,1,0,22/03/2024,-34.57079533819681,-58.45028193089094,0,0
A-473018,Ph,Belgrano,823000.0,48.0,2,1,1,22.0,1,0,0,15/08/2025,-34.58415398980611,-58.47031968881683,0,0
A-828735,Departamento,San Telmo,538000.0,42.0,2,1,1,0.0,0,1,0,27/04/2024,-34.622706471839315,-58.37458775650246,0,0
A-114532,Ph,Boedo,651000.0,36.0,2,1,1,15.0,1,1,0,20/04/2024,-34.61829290333265,-58.41849016331189,0,0
A-429155,Departamento,Caballito,1403000.0,68.0,3,2,1,2.0,0,0,0,22/07/2024,-34.62159705196769,-58.44322731826088,0,0
A-851480,Ph,Flores,895500.0,52.0,2,1,1,21.0,1,0,0,18/06/2024,-34.62888735690102,-58.47394013483933,0,0
A-805832,Casa,San Telmo,1236000.0,64.0,3,2,1,13.0,1,0,1,16/04/2024,-34.62614175448752,-58.35579141720937,0,0
A-402961,Departamento,Villa Urquiza,425000.0,25.0,1,0,1,3.0,0,1,0,24/03/2025,-34.580090317177856,-58.481067686234034,0,0
A-505840,Departamento,Nuñez,573000.0,47.0,1,0,1,19.0,0,1,0,05/06/2024,-34.55570417879855,-58.450413315991874,0,0
A-321423,Departamento,Boedo,681000.0,57.0,2,1,1,0.0,1,1,0,17/12/2024,-34.62664981759238,-58.41607342488883,0,0
A-757943,Departamento,Nuñez,1009000.0,64.0,3,2,1,16.0,0,1,0,16/07/2025,-34.534070950814744,-58.44939912321061,0,0
A-744981,Departamento,Villa Crespo,266000.0,20.0,1,0,1,3.0,1,1,0,01/03/2024,-34.59593526238968,-58.42907669998135,0,0
A-828430,Departamento,Boedo,686000.0,61.0,2,1,1,3.0,1,0,0,17/01/2025,-34.63106361240831,-58.41046194624996,0,0
A-946341,Departamento,Villa Urquiza,771000.0,75.0,3,2,2,73.0,0,1,0,17/02/2025,-34.578483255654916,-58.482711024556494,0,0
A-864363,Casa,Villa Crespo,1152000.0,60.0,3,2,2,17.0,1,0,0,23/07/2024,-34.59650790263419,-58.432268054342856,0,0
A-420747,Departamento,Boedo,257000.0,20.0,1,0,1,3.0,0,1,0,08/06/2025,-34.6348184668905,-58.425084427065855,0,0
A-488770,Departamento,Almagro,609000.0,51.0,3,2,1,10.0,0,1,0,19/02/2024,-34.58923793834017,-58.40292927605389,0,0
A-912971,Departamento,Colegiales,885000.0,58.0,3,2,1,1.0,0,1,0,10/05/2024,-34.56611575245014,-58.4617603014457,0,0
A-344986,Departamento,Flores,1014000.0,51.0,3,2,2,0.0,0,0,0,07/09/2024,-34.633088919120404,-58.46716199367511,0,0
A-524215,Departamento,Villa Crespo,493000.0,37.0,1,0,1,14.0,0,1,0,06/07/2024,-34.61304021180718,-58.42781725558629,0,0
A-432095,Departamento,Almagro,796000.0,66.0,3,2,1,13.0,0,1,0,24/01/2025,-34.60962725189881,-58.42148851030609,0,0
A-740088,Departamento,Caballito,665000.0,57.0,2,1,1,10.0,0,1,0,06/04/2024,-34.60651795500288,-58.42436838773345,0,0
A-895499,Departamento,Flores,1230000.0,130.0,5,4,3,30.0,1,1,0,19/09/2024,-34.620314173235975,-58.44880494364586,0,0
A-773220,Departamento,Recoleta,962000.0,39.0,2,1,1,0.0,0,1,0,30/03/2025,-34.57449294674752,-58.39827570479904,0,0
A-298807,Departamento,Palermo,654000.0,36.0,2,1,1,9.0,1,0,0,10/05/2025,-34.552265391148254,-58.41305178563422,0,0
A-743858,Ph,Villa Urquiza,1523000.0,120.0,5,4,3,30.0,1,0,0,28/08/2024,-34.60589602862683,-58.483905771404984,0,0
A-204753,Ph,Villa Urquiza,564000.0,58.0,2,1,1,55.0,0,0,0,18/04/2025,-34.5907117850934,-58.47159945001944,0,0
A-222902,Ph,Villa Urquiza,1264500.0,65.0,2,1,1,3.0,1,0,0,28/02/2024,-34.577418760146195,-58.49131316240314,0,0
A-752205,Departamento,Villa Urquiza,1291000.0,106.0,5,4,3,0.0,0,1,0,21/05/2025,-34.57705350156291,-58.474272869905484,0,0
A-228755,Departamento,Caballito,1163000.0,81.0,3,2,2,20.0,0,0,0,20/11/2024,-34.623681644341936,-58.445710812557955,0,0
A-551973,Casa,Colegiales,1089000.0,73.0,3,2,1,0.0,1,1,0,27/06/2024,-34.56629545889727,-58.44393527948536,0,0
A-773752,Ph,San Telmo,1093000.0,81.0,3,2,2,29.0,0,1,0,07/04/2024,-34.61617196028702,-58.3641942401707,0,0
A-259494,Ph,Caballito,1257000.0,78.0,2,1,1,27.0,0,0,1,11/05/2024,-34.60826090747667,-58.4435393961395,0,0
A-997179,Departamento,Belgrano,454000.0,26.0,1,0,1,9.0,1,1,0,16/11/2024,-34.568471126542505,-58.445071628480214,0,0
A-613066,Departamento,Almagro,307000.0,26.0,1,0,1,7.0,1,1,0,31/08/2024,-34.60347420982938,-58.41583606889049,0,0
A-986238,Departamento,Nuñez,638000.0,36.0,2,1,1,9.0,0,0,0,17/06/2024,-34.53560069336265,-58.46591785338458,0,0
A-744825,Departamento,Recoleta,1088000.0,60.0,3,2,1,51.0,0,1,0,24/05/2024,-34.59822463765171,-58.41014302772206,0,0
A-195512,Casa,Colegiales,1113000.0,60.0,3,2,1,10.0,0,0,1,20/05/2024,-34.58387165861289,-58.44892376080055,0,0
A-366517,Departamento,Flores,340000.0,35.0,1,0,1,35.0,0,0,0,23/02/2024,-34.62781165264069,-58.451969083193106,0,0
A-478570,Departamento,Recoleta,1042500.0,46.0,3,2,1,52.0,0,0,0,26/01/2025,-34.610177321348665,-58.40126119988759,0,0
A-436901,Departamento,Villa Crespo,538000.0,34.0,2,1,1,0.0,0,1,1,13/02/2025,-34.59681577834944,-58.43244309512397,0,0
A-330569,Departamento,San Telmo,940000.0,61.0,3,2,1,7.0,0,0,0,04/11/2024,-34.60203127549122,-58.366795211271665,0,0
A-965706,Departamento,Belgrano,663000.0,38.0,2,1,1,25.0,1,1,1,06/04/2025,-34.56276942180655,-58.4703929695818,0,0
A-235302,Departamento,Villa Urquiza,445000.0,32.0,2,1,1,5.0,0,0,0,18/07/2025,-34.58563039532376,-58.48038755237309,0,0
A-725409,Departamento,Villa Urquiza,990000.0,59.0,3,2,1,0.0,0,1,1,10/02/2025,-34.57476929874652,-58.47557851092777,0,0
A-736640,Departamento,Flores,1108000.0,77.0,4,3,2,1.0,0,0,0,11/03/2024,-34.63782644383474,-58.483858521466246,0,0
A-278498,Ph,Almagro,808000.0,40.0,2,1,1,4.0,1,0,0,12/05/2024,-34.61308034033749,-58.40734129104938,0,0
A-389558,Casa,San Telmo,3675000.0,235.0,7,6,4,24.0,1,0,1,22/08/2025,-34.622103465596055,-58.38775774674843,0,0
A-192242,Departamento,San Telmo,402000.0,29.0,2,1,1,21.0,0,1,0,09/07/2025,-34.616297792764506,-58.3978936251124,0,0
